CPU_Usage_%,RAM_Usage_%,Disk_IO_MBps,Network_IO_MBps,Ambient_Temp_C,Power_Usage_Effectiveness,Server_Age_Years,Power_kWh,CO2_Emissions_kg,Electric_Cost_USD
-3.8382906012114196e-16,-0.8904073809361531,-0.7551281209604769,-0.5690731577485189,0.7387573970479104,-0.12300053679049457,-1.1587611544255885,-1.4144511732718956,0.0,-0.7934852166345249
-0.1462302309836485,-0.5889698537845621,0.31585182680178314,0.06359063188085817,-2.85387861677743,0.48363293591932677,1.5355611102353082,1.301389042676811,0.36968462076377095,0.31378236391022146
0.7028996648404374,0.8771813393086525,0.3075130256516658,-0.8003452253532324,1.1129491491839238,0.014619267298725291,-0.00405161242806134,-0.10920368920580885,-0.42472169505504004,-1.1323184724257789
1.6486033321411533,0.7236408339022665,0.047019364701477905,1.8615845942625553,-1.753504894178414,-1.1001404726827695,1.1506579295694657,-0.6916213019996036,-1.6795751135349568,-1.2504244031235612
-0.24982713269016532,0.015757133721376555,0.21402517359991954,0.4558595182494673,-0.386734133990056,0.0,-1.1587611544255885,1.1948500827838737,-0.7326178553030979,0.06475765150620166
-0.24980939521005002,0.17076173031079936,-0.20730764346832364,-0.948089154731805,-1.138189012027035,-0.2691183998279847,0.380851568237781,-1.1773440972955802,0.1859233929535935,-1.8370412247149457
-3.8382906012114196e-16,1.4719190677796035,-0.7239733498233133,-0.5153005480351978,-1.311866082570706,-0.1352379470623969,-0.7738579737597461,-1.6380715689149732,0.19190528593552678,-2.3613576571277424
0.8322713849396971,-0.6241697693417815,-0.5832611967157483,1.0074240782249186,0.0,-1.0595340935323598,-0.00405161242806134,1.3625847820244956,0.06431023121196132,0.5330592091126425
-0.5040638957005947,0.6526890834531773,-0.8180781570438339,1.7653286912277608,-0.49119175600148235,-0.5596332235405846,1.1506579295694657,2.00266258692741,0.597680690427118,1.090982167807143
0.5893206520358865,-0.18753560516569306,1.4804124944418084,-0.4287017249665279,0.3168047934842294,-1.0100881244494047,-1.5436643350914308,-0.43135229018165105,-0.590169123285871,-6.14454504196348e-16
-0.49752034888307484,-0.20490386336190344,-0.10957481133071038,-0.1184130032697947,-0.073619699406638,-0.2838266132020409,-0.00405161242806134,-0.0009873683888682783,0.048857786609414845,-0.7650696820614782
-0.5000182594602841,1.2713209760398942,-0.49085623130049116,-0.8618040212121506,0.4463463595281602,1.6389650704286962,-0.7738579737597461,-1.1393454116397905,0.6222655293888644,1.0440309854215082
0.2645600021771728,0.9647851445028948,-0.3778854081862393,3.5413002461602883,0.04917920079462058,-1.507043289598346,-0.3889547930939037,0.052236124607729584,-0.06844002978749927,-1.2811929243914828
-2.063926850764549,0.9514334198520459,2.0595775027900523,-0.7835790343463268,-1.3002659647368757,-1.7535936884087586,-1.1587611544255885,-0.44542721350617964,-1.2863366429042848,-1.5166631601054439
-1.860423348506279,1.5031085057390081,-0.8536831085307092,1.730899111878371,0.9616131133938416,1.3935594803449294,1.5355611102353082,-0.05906741775603047,-0.9900344453742881,0.7220143570844499
-0.6043376154056584,0.06274825864865832,-0.10240218483590964,-0.023102050673367,-0.5170484585305227,-0.320940353885101,-0.7738579737597461,0.4698179352443104,0.8943072207012082,-0.03314225043759076
